timestamp,raw_start_location,raw_end_location,fee
2023-01-14 09:59:30,"4, Rue des Tournelles, Paris 4e Arrondissement","44, Rue Emeriau, Paris 15e Arrondissement",13.6
2023-01-30 15:56:50,"7, Rue Bernard Dimey, Paris 18e Arrondissement","4, Cité Rougemont, Paris 9e Arrondissement",5.0
2023-01-16 10:57:52,"55, Rue de la Verrerie, Paris 4e Arrondissement","4, Rue de Marivaux, Paris 2e Arrondissement",15.06
2023-01-12 15:06:01,"31, Boulevard Carnot, Paris 12e Arrondissement","17, Rue Manuel, Paris 9e Arrondissement",18.0
2023-01-24 13:56:20,"9, Rue du Commandant Lamy, Paris 11e Arrondissement","4, Rue Violet, Paris 15e Arrondissement",6.65
2023-01-28 12:16:11,"6, Avenue Félix Faure, Paris 15e Arrondissement","24, Rue de Citeaux, Paris 12e Arrondissement",10.03
2023-01-17 19:16:37,"74, Rue Lauriston, Paris 16e Arrondissement","124, Boulevard Sérurier, Paris 19e Arrondissement",15.22
2023-01-11 21:24:48,"27, Rue Crémieux, Paris 12e Arrondissement","10, Rue Albert Malet, Paris 12e Arrondissement",6.79
2023-01-21 08:35:37,"11, Rue de Montempoivre, Paris 12e Arrondissement","92, Rue du Faubourg Saint-Denis, Paris 10e Arrondissement",13.79
2023-01-10 01:13:36,"48, Rue Santos-Dumont, Paris 15e Arrondissement","22, Rue Beaubourg, Paris 3e Arrondissement",10.24
2023-01-18 12:18:45,"9, Rue de la Prévoyance, Paris 19e Arrondissement","69, Boulevard Auguste Blanqui, Paris 13e Arrondissement",24.92
2023-01-26 03:16:06,"1, Square Alice, Paris 14e Arrondissement","130, Rue Compans, Paris 19e Arrondissement",5.0
2023-01-13 09:35:16,"71, Rue de la Pompe, Paris 16e Arrondissement","44, Rue de Meaux, Paris 19e Arrondissement",16.88
2023-01-31 20:45:35,"40, Rue Beaujon, Paris 8e Arrondissement","29, Rue du Docteur Finlay, Paris 15e Arrondissement",5.0
2023-01-14 20:51:05,"34, Avenue Philippe-Auguste, Paris 11e Arrondissement","5, Rue de Noisy le Sec, Paris 20e Arrondissement",11.68
2023-01-23 22:40:24,"3, Rue d’Aligre, Paris 12e Arrondissement","7, Place Aurélie Nemours, Paris 13e Arrondissement",8.08
2023-01-28 17:03:39,"14, Rue Arthur Rozier, Paris 19e Arrondissement","5, Rue du Capitaine Marchal, Paris 20e Arrondissement",5.0
2023-01-04 19:31:08,"38, Rue de Naples, Paris 8e Arrondissement","37, Rue Dombasle, Paris 15e Arrondissement",6.2
2023-01-27 19:27:31,"14, Rue Georges et Maï Politzer, Paris 12e Arrondissement","14, Rue Lahire, Paris 13e Arrondissement",10.73
2023-01-10 11:15:42,"130, Boulevard de Grenelle, Paris 15e Arrondissement","43, Rue Etienne Marcel, Paris 1er Arrondissement",9.33
2023-01-22 09:27:38,"52, Rue Pergolèse, Paris 16e Arrondissement","5, Rue de Prague, Paris 12e Arrondissement",19.43
2023-01-05 19:09:48,"8, Rue Desnouettes, Paris 15e Arrondissement","3, Rue Emile Landrin, Paris 20e Arrondissement",34.17
2023-01-13 12:37:35,"25, Rue Duphot, Paris 8e Arrondissement","7, Rue Adolphe Focillon, Paris 14e Arrondissement",16.94
2023-01-26 20:40:55,"4, Rue Buot, Paris 13e Arrondissement","7, Rue Pasquier, Paris 8e Arrondissement",5.13
2023-01-10 00:34:17,"11, Rue Joubert, Paris 9e Arrondissement","30, Rue de Saussure, Paris 17e Arrondissement",5.0
2023-01-08 23:19:16,"263, Rue Saint-Honoré, Paris 1er Arrondissement","131, Rue Montmartre, Paris 2e Arrondissement",5.0
2023-01-06 17:15:30,"83, Rue de Belleville, Paris 19e Arrondissement","20, Rue des Colonnes du Trône, Paris 12e Arrondissement",5.0
2023-01-12 17:43:44,"26, Rue Boinod, Paris 18e Arrondissement","34, Rue Legendre, Paris 17e Arrondissement",5.0
2023-01-23 16:43:23,"30, Rue de l’Abbé Groult, Paris 15e Arrondissement","51, Rue du Cardinal Lemoine, Paris 5e Arrondissement",9.01
2023-01-02 02:28:55,"199, Boulevard Sérurier, Paris 19e Arrondissement","38, Rue de la Gare de Reuilly, Paris 12e Arrondissement",5.0
2023-01-22 09:28:53,"20, Rue Charles Baudelaire, Paris 12e Arrondissement","46, Rue des Maraîchers, Paris 20e Arrondissement",9.37
2023-01-07 23:19:09,"5, Avenue de Champaubert, Paris 15e Arrondissement","36, Rue Saint-Sulpice, Paris 6e Arrondissement",7.8
2023-01-26 11:49:15,"65, Rue de Turenne, Paris 3e Arrondissement","88, Rue de la Procession, Paris 15e Arrondissement",5.5
2023-01-07 00:32:23,"77, Rue des Rigoles, Paris 20e Arrondissement","10, Rue de l’Est, Paris 20e Arrondissement",5.0
2023-01-23 09:12:14,"7, Rue Scheffer, Paris 16e Arrondissement","14, Impasse Vassou, Paris 12e Arrondissement",22.48
2023-01-19 02:39:39,"5, Rue Pecquay, Paris 4e Arrondissement","10, Rue Fragonard, Paris 17e Arrondissement",5.0
2023-01-25 07:30:29,"138, Boulevard Pereire, Paris 17e Arrondissement","39, Rue des Apennins, Paris 17e Arrondissement",5.0
2023-01-03 20:24:14,"9, Rue Jean Colly, Paris 13e Arrondissement","15, Passage Cardinet, Paris 17e Arrondissement",7.59
2023-01-15 20:09:40,"24, Place Saint-Georges, Paris 9e Arrondissement","4, Rue Bignon, Paris 12e Arrondissement",7.61
2023-01-24 21:48:41,"1, Rue Coysevox, Paris 18e Arrondissement","8, Boulevard du Montparnasse, Paris 15e Arrondissement",7.46
2023-01-08 17:13:30,"20, Rue Lamartine, Paris 9e Arrondissement","34, Rue Cauchy, Paris 15e Arrondissement",5.0
2023-01-06 13:23:38,"25, Rue Gilbert Cesbron, Paris 17e Arrondissement","8, Rue Aimé Morot, Paris 13e Arrondissement",17.9
2023-01-14 06:42:52,"70, Rue de la Pompe, Paris 16e Arrondissement","28, Rue Ramey, Paris 18e Arrondissement",11.22
2023-01-09 13:21:23,"49, Rue des Poissonniers, Paris 18e Arrondissement","5, Rue Francis de Pressensé, Paris 14e Arrondissement",13.61
2023-01-12 21:03:33,"22, Rue des Grands Augustins, Paris 6e Arrondissement","10, Rue de Toulouse, Paris 19e Arrondissement",13.98
2023-01-02 02:27:08,"92, Rue de la Colonie, Paris 13e Arrondissement","76, Rue Jouffroy d’Abbans, Paris 17e Arrondissement",5.0
2023-01-29 19:50:11,"151, Rue Saint-Maur, Paris 11e Arrondissement","163, Rue Saint-Denis, Paris 2e Arrondissement",6.23
2023-01-08 04:56:58,"16, Rue Cail, Paris 10e Arrondissement","115, Rue Léon-Maurice Nordmann, Paris 13e Arrondissement",7.27
2023-01-30 18:03:52,"33, Rue Pastourelle, Paris 3e Arrondissement","30, Rue de Fleurus, Paris 6e Arrondissement",5.0
2023-01-24 15:19:07,"49, Quai de la Tournelle, Paris 5e Arrondissement","6, Voie Y/12, Paris 12e Arrondissement",5.0
2023-01-19 18:55:26,"10, Rue Frédéric Sauton, Paris 5e Arrondissement","10, Rue Jules Pichard, Paris 12e Arrondissement",5.0
2023-01-31 14:04:00,"102, Rue Lecourbe, Paris 15e Arrondissement","130, Rue d’Aboukir, Paris 2e Arrondissement",14.52
2023-01-19 09:59:39,"75, Rue Lemercier, Paris 17e Arrondissement","5, Rue Francis Ponge, Paris 19e Arrondissement",10.15
2023-01-20 15:30:37,"47, Avenue de la Porte de Clichy, Paris 17e Arrondissement","39, Cité des Fleurs, Paris 17e Arrondissement",5.0
2023-01-15 09:05:59,"21, Esplanade Pierre Vidal-Naquet, Paris 13e Arrondissement","15, Rue Dénoyez, Paris 20e Arrondissement",5.85
2023-01-26 21:46:52,"2, Rue Jacques Hillairet, Paris 12e Arrondissement","49, Rue Brancion, Paris 15e Arrondissement",13.07
2023-01-08 08:11:43,"13, Allée Arthur Honegger, Paris 19e Arrondissement","5, Rue du Bourg l’Abbé, Paris 3e Arrondissement",17.43
2023-01-14 20:10:02,"10, Voie Cv/15, Paris 15e Arrondissement","4, Rue Albert Willemetz, Paris 20e Arrondissement",37.12
2023-01-02 23:49:04,"13, Rue Guyton de Morveau, Paris 13e Arrondissement","38, Rue des Favorites, Paris 15e Arrondissement",5.0
2023-01-01 08:51:31,"69, Rue de Montreuil, Paris 11e Arrondissement","1, Rue Saint-Christophe, Paris 15e Arrondissement",34.58
2023-01-01 21:15:05,"95, Rue de Picpus, Paris 12e Arrondissement","3, Allée Paris-Ivry, Paris 13e Arrondissement",9.96
2023-01-07 08:41:12,"11, Rue de Bellevue, Paris 19e Arrondissement","7, Rue du Pic de Barrette, Paris 15e Arrondissement",23.27
2023-01-08 07:14:22,"40, Rue Bénard, Paris 14e Arrondissement","99, Avenue d’Ivry, Paris 13e Arrondissement",6.41
2023-01-19 00:32:20,"40, Rue des Apennins, Paris 17e Arrondissement","35, Avenue Parmentier, Paris 11e Arrondissement",7.29
2023-01-23 15:25:22,"31, Rue Antoine Chantin, Paris 14e Arrondissement","21, Boulevard de Beauséjour, Paris 16e Arrondissement",5.0
2023-01-26 12:49:55,"15, Rue Decamps, Paris 16e Arrondissement","20, Boulevard Masséna, Paris 13e Arrondissement",33.77
2023-01-03 12:19:10,"63, Rue Brancion, Paris 15e Arrondissement","4, Impasse Saint-François, Paris 18e Arrondissement",11.75
2023-01-16 16:04:22,"8, Place du Général Koenig, Paris 17e Arrondissement","5, Rue de l’Industrie, Paris 13e Arrondissement",32.63
2023-01-04 23:22:00,"17, Villa Wagram-Saint-Honoré, Paris 8e Arrondissement","23, Rue Clément Marot, Paris 8e Arrondissement",5.0
2023-01-26 13:06:30,"80, Rue des Saints-Pères, Paris 7e Arrondissement","3, Rue Vulpian, Paris 13e Arrondissement",5.75
2023-01-16 16:08:46,"28, Rue Labat, Paris 18e Arrondissement","3, Rue de la Comète, Paris 7e Arrondissement",16.98
2023-01-11 08:18:24,"43, Rue de Bellechasse, Paris 7e Arrondissement","55, Avenue du Général Michel Bizot, Paris 12e Arrondissement",6.33
2023-01-29 09:16:23,"17, Rue Richard Lenoir, Paris 11e Arrondissement","19, Rue des Bourdonnais, Paris 1er Arrondissement",7.82
2023-01-15 00:55:31,"14, Boulevard Arago, Paris 13e Arrondissement","11, Rue Condorcet, Paris 9e Arrondissement",5.0
2023-01-05 08:57:46,"7, Rue Pajol, Paris 18e Arrondissement","4, Square du Croisic, Paris 15e Arrondissement",10.57
2023-01-15 08:17:14,"9, Rue Paul Lelong, Paris 2e Arrondissement","6, Rue Meissonier, Paris 17e Arrondissement",5.0
2023-01-13 20:39:49,"13, Rue Falguière, Paris 15e Arrondissement","7, Rue de Casablanca, Paris 15e Arrondissement",5.0
2023-01-05 11:31:49,"35, Rue des Cloÿs, Paris 18e Arrondissement","14, Rue Debelleyme, Paris 3e Arrondissement",11.09
2023-01-13 15:48:22,"4, Rue de la Barrière Blanche, Paris 18e Arrondissement","108, Boulevard de l’Hôpital, Paris 13e Arrondissement",8.67
2023-01-31 09:24:04,"39, Avenue du Général Michel Bizot, Paris 12e Arrondissement","121, Rue d’Aubervilliers, Paris 18e Arrondissement",14.33
2023-01-20 12:41:37,"43, Rue des Prairies, Paris 20e Arrondissement","96, Rue René Boulanger, Paris 10e Arrondissement",6.07
2023-01-03 14:40:44,"2, Rue Borromée, Paris 15e Arrondissement","22, Rue de Boulainvilliers, Paris 16e Arrondissement",5.0
2023-01-27 19:05:22,"27, Quai Anatole France, Paris 7e Arrondissement","20, Rue Théodule Ribot, Paris 17e Arrondissement",5.0
2023-01-15 18:07:23,"16, Avenue de Wagram, Paris 8e Arrondissement","28, Rue Quentin-Bauchart, Paris 8e Arrondissement",5.0
2023-01-24 19:03:54,"28, Rue du Maroc, Paris 19e Arrondissement","26, Rue Eugène Süe, Paris 18e Arrondissement",5.0
2023-01-11 10:32:39,"210, Rue de Vaugirard, Paris 15e Arrondissement","10, Avenue Victoria, Paris 4e Arrondissement",16.27
2023-01-11 00:05:05,"4, Rue des Terres au Curé, Paris 13e Arrondissement","124, Avenue du Général Michel Bizot, Paris 12e Arrondissement",5.0
2023-01-17 18:16:43,"36, Rue de Constantinople, Paris 8e Arrondissement","99, Rue de l’Ouest, Paris 14e Arrondissement",8.88
2023-01-20 20:14:56,"172, Rue d’Aubervilliers, Paris 19e Arrondissement","89, Boulevard Beaumarchais, Paris 3e Arrondissement",20.72
2023-01-18 00:33:46,"2, Rue Léopold Robert, Paris 14e Arrondissement","43, Rue Mouraud, Paris 20e Arrondissement",17.13
2023-01-25 20:21:50,"44, Rue Ramey, Paris 18e Arrondissement","3, Rue du Nil, Paris 2e Arrondissement",5.43
2023-01-20 08:39:50,"2, Rue Paul Crampel, Paris 12e Arrondissement","4, Rue d’Armenonville, Paris 17e Arrondissement",24.86
2023-01-15 10:40:36,"9, Place du Commerce, Paris 15e Arrondissement","22, Rue Guersant, Paris 17e Arrondissement",6.02
2023-01-03 20:25:02,"94, Rue de Clignancourt, Paris 18e Arrondissement","40, Rue Belgrand, Paris 20e Arrondissement",21.56
2023-01-27 19:11:46,"54, Rue de Passy, Paris 16e Arrondissement","45, Rue Catherine de la Rochefoucauld, Paris 9e Arrondissement",17.82
2023-01-04 22:09:57,"5, Rue de l’Armée d’Orient, Paris 18e Arrondissement","69, Rue de l’Assomption, Paris 16e Arrondissement",12.16
2023-01-02 20:39:13,"117, Boulevard Saint-Michel, Paris 5e Arrondissement","17, Rue d’Aguesseau, Paris 8e Arrondissement",6.48
2023-01-10 21:13:09,"8, Rue des Chartreux, Paris 6e Arrondissement","20, Place de Catalogne, Paris 14e Arrondissement",5.0
2023-01-19 03:52:39,"12, Rue Saint-Florentin, Paris 1er Arrondissement","10, Avenue de Versailles, Paris 16e Arrondissement",5.0
2023-01-01 10:10:08,"9, Rue des Iris, Paris 13e Arrondissement","2, Square Auguste Renoir, Paris 14e Arrondissement",5.44
2023-01-19 00:52:39,"55, Rue Damrémont, Paris 18e Arrondissement","170, Rue Saint-Honoré, Paris 1er Arrondissement",5.0
2023-01-18 08:11:19,"27, Rue des Jeuneurs, Paris 2e Arrondissement","187, Rue Legendre, Paris 17e Arrondissement",7.44
2023-01-25 13:04:25,"4, Rue de Palestine, Paris 19e Arrondissement","8, Rue de Laghouat, Paris 18e Arrondissement",5.0
2023-01-08 03:43:51,"1, Avenue de l’Ermitage, Paris 16e Arrondissement","10, Rue Eugène Labiche, Paris 16e Arrondissement",5.0
2023-01-08 22:20:40,"2, Rue de Lagny, Paris 20e Arrondissement","2, Avenue de la Porte Brancion, Paris 15e Arrondissement",8.23
2023-01-06 16:02:19,"4, Impasse des Anglais, Paris 19e Arrondissement","8, Rue du Chalet, Paris 10e Arrondissement",5.0
2023-01-27 08:02:02,"29, Rue Eugène Millon, Paris 15e Arrondissement","73, Place de la Réunion, Paris 20e Arrondissement",37.67
2023-01-13 14:31:01,"141, Avenue Jean Jaurès, Paris 19e Arrondissement","9, Rue Pixérécourt, Paris 20e Arrondissement",5.0
2023-01-30 15:15:29,"5, Rue Erard, Paris 12e Arrondissement","8, Rue Lhuillier, Paris 15e Arrondissement",5.0
2023-01-25 19:02:25,"54, Rue d’Enghien, Paris 10e Arrondissement","11, Rue du Lieutenant-Colonel Dax, Paris 18e Arrondissement",5.0
2023-01-20 21:58:41,"41, Avenue de Flandre, Paris 19e Arrondissement","70, Rue de Provence, Paris 9e Arrondissement",28.23
2023-01-07 14:38:02,"5, Place de la Chapelle, Paris 18e Arrondissement","3, Rue de Nice, Paris 11e Arrondissement",5.0
2023-01-08 07:49:34,"43, Rue de Constantinople, Paris 8e Arrondissement","256, Rue de Charenton, Paris 12e Arrondissement",12.46
2023-01-16 04:12:52,"1, Cité Industrielle, Paris 11e Arrondissement","23, Rue du Gabon, Paris 12e Arrondissement",5.0
2023-01-19 08:05:52,"90, Rue de la Tombe Issoire, Paris 14e Arrondissement","13, Rue de Berri, Paris 8e Arrondissement",5.72
2023-01-27 13:59:10,"5, Rue de Bérite, Paris 6e Arrondissement","69, Boulevard du Général Jean Simon, Paris 13e Arrondissement",8.03
2023-01-18 07:24:12,"48, Rue de Pali-Kao, Paris 20e Arrondissement","1, Square du Nouveau Belleville, Paris 20e Arrondissement",5.0
2023-01-09 20:37:17,"41, Boulevard Barbès, Paris 18e Arrondissement","39, Rue Claude Lorrain, Paris 16e Arrondissement",16.6
2023-01-29 11:23:44,"16, Place du Marché Saint-Honoré, Paris 1er Arrondissement","2, Passage des Entrepreneurs, Paris 15e Arrondissement",12.83
2023-01-29 13:00:08,"41, Rue des Acacias, Paris 17e Arrondissement","44, Rue de l’Ermitage, Paris 20e Arrondissement",14.92
2023-01-17 15:22:35,"58, Rue Saint-André des Arts, Paris 6e Arrondissement","55, Rue des Grands Moulins, Paris 13e Arrondissement",5.0
2023-01-23 00:51:05,"83, Rue de Richelieu, Paris 2e Arrondissement","25, Avenue des Gobelins, Paris 13e Arrondissement",6.52
2023-01-09 08:55:56,"153, Galerie de Valois, Paris 1er Arrondissement","17, Rue Edouard Lartet, Paris 12e Arrondissement",12.33
2023-01-18 22:56:59,"14, Rue Saint-Gilles, Paris 3e Arrondissement","5, Rue de Bretagne, Paris 3e Arrondissement",5.0
2023-01-13 21:40:11,"111, Rue Saint-Denis, Paris 1er Arrondissement","13, Rue Camille Desmoulins, Paris 11e Arrondissement",5.0
2023-01-29 14:15:21,"183, Rue des Pyrénées, Paris 20e Arrondissement","45, Rue Boulard, Paris 14e Arrondissement",6.23
2023-01-22 08:08:48,"19, Rue de Viarmes, Paris 1er Arrondissement","48, Rue Sauffroy, Paris 17e Arrondissement",6.55
2023-01-12 21:39:32,"2, Rue Dufrenoy, Paris 16e Arrondissement","7, Rue du Lieutenant-Colonel Deport, Paris 16e Arrondissement",14.08
2023-01-22 09:14:43,"4, Rue Camille Flammarion, Paris 18e Arrondissement","16, Rue Louis Loucheur, Paris 17e Arrondissement",5.0
2023-01-15 09:08:57,"11, Boulevard de Dixmude, Paris 17e Arrondissement","3, Avenue de Ségur, Paris 7e Arrondissement",18.67
2023-01-24 10:26:55,"137, Rue de la Roquette, Paris 11e Arrondissement","32, Rue de Clignancourt, Paris 18e Arrondissement",10.58
2023-01-19 13:39:20,"3, Rue Gaston Couté, Paris 18e Arrondissement","12, Rue de Chantilly, Paris 9e Arrondissement",5.0
2023-01-02 00:50:53,"3, Rue Gaston Rébuffat, Paris 19e Arrondissement","30, Rue de la Cour des Noues, Paris 20e Arrondissement",11.35
2023-01-03 13:05:04,"96, Rue d’Alésia, Paris 14e Arrondissement","3, Rue de Tournon, Paris 6e Arrondissement",5.0
2023-01-31 06:15:22,"79, Rue de Buzenval, Paris 20e Arrondissement","8, Rue Mademoiselle, Paris 15e Arrondissement",5.58
2023-01-08 17:47:56,"23, Rue Louis Blanc, Paris 10e Arrondissement","8, Rue des Colonels Renard, Paris 17e Arrondissement",5.4
2023-01-30 12:19:06,"46, Rue de Vaugirard, Paris 6e Arrondissement","15, Villa Mallebay, Paris 14e Arrondissement",5.0
2023-01-09 08:54:26,"11, Rue Dulong, Paris 17e Arrondissement","1, Rue d’Arsonval, Paris 15e Arrondissement",6.25
2023-01-29 19:54:21,"5, Rue Casimir Delavigne, Paris 6e Arrondissement","19, Rue de la Chine, Paris 20e Arrondissement",11.24
2023-01-03 22:07:28,"6, Rue Corvisart, Paris 13e Arrondissement","3, Impasse des Rigaunes, Paris 19e Arrondissement",5.26
2023-01-18 16:15:03,"19, Rue d’Edimbourg, Paris 8e Arrondissement","187, Rue Raymond Losserand, Paris 14e Arrondissement",6.25
2023-01-14 09:40:26,"2, Rue du Professeur Florian Delbarre, Paris 15e Arrondissement","19, Boulevard Garibaldi, Paris 15e Arrondissement",5.97
2023-01-22 10:48:13,"17, Rue de Torcy, Paris 18e Arrondissement","12, Rue de la Rosière, Paris 15e Arrondissement",15.54
2023-01-19 07:53:21,"27, Avenue Edison, Paris 13e Arrondissement","46, Rue la Quintinie, Paris 15e Arrondissement",5.0
2023-01-05 08:28:58,"2, Passerelle Marcelle Henry, Paris 17e Arrondissement","1, Rue Charrière, Paris 11e Arrondissement",13.27
2023-01-19 17:37:17,"19, Square de Montsouris, Paris 14e Arrondissement","4, Rue de la Cossonnerie, Paris 1er Arrondissement",5.0
2023-01-19 11:24:54,"18, Quai de Grenelle, Paris 15e Arrondissement","67, Rue Dunois, Paris 13e Arrondissement",30.23
2023-01-01 17:13:31,"105, Boulevard Suchet, Paris 16e Arrondissement","149, Rue de Bercy, Paris 12e Arrondissement",10.21
2023-01-30 21:01:45,"22, Rue Pergolèse, Paris 16e Arrondissement","146, Rue Championnet, Paris 18e Arrondissement",12.67
2023-01-17 00:40:20,"18, Rue Bleue, Paris 9e Arrondissement","82, Boulevard Vincent Auriol, Paris 13e Arrondissement",8.4
2023-01-22 09:35:54,"132, Boulevard du Montparnasse, Paris 14e Arrondissement","8, Quai de l’Allier, Paris 19e Arrondissement",6.87
2023-01-18 13:11:46,"14, Port de la Gare, Paris 13e Arrondissement","7, Rue Henri Turot, Paris 19e Arrondissement",5.0
2023-01-10 09:27:12,"13, Rue de l’Avre, Paris 15e Arrondissement","7, Rue Caillié, Paris 18e Arrondissement",17.41
2023-01-24 20:52:38,"18, Rue Gabriel Lamé, Paris 12e Arrondissement","16, Rue Dugommier, Paris 12e Arrondissement",5.0
2023-01-22 00:23:39,"11, Rue de Lorraine, Paris 19e Arrondissement","10, Villa Saint-Michel, Paris 18e Arrondissement",7.26
2023-01-04 19:51:14,"9, Passage des Mauxins, Paris 19e Arrondissement","39, Quai de Valmy, Paris 10e Arrondissement",7.19
2023-01-20 18:43:45,"34, Rue de la Fontaine au Roi, Paris 11e Arrondissement","19, Rue Lagille, Paris 18e Arrondissement",8.03
2023-01-21 22:23:31,"10, Avenue Alphonse XIII, Paris 16e Arrondissement","23, Passage du Ponceau, Paris 2e Arrondissement",21.29
2023-01-19 14:33:09,"2, Rue Pierre Ginier, Paris 18e Arrondissement","54, Rue de Buzenval, Paris 20e Arrondissement",11.47
2023-01-08 12:16:51,"9, Rue Cambronne, Paris 15e Arrondissement","8, Rue Jean Dolent, Paris 14e Arrondissement",10.98
2023-01-12 21:36:43,"1, Rue Adolphe Jullien, Paris 1er Arrondissement","49, Rue du Docteur Blanche, Paris 16e Arrondissement",20.86
2023-01-25 01:14:00,"9, Rue André Lefebvre, Paris 15e Arrondissement","24, Rue Crozatier, Paris 12e Arrondissement",8.46
2023-01-02 09:46:35,"102, Rue Truffaut, Paris 17e Arrondissement","383, Rue de Vaugirard, Paris 15e Arrondissement",10.54
2023-01-26 15:58:42,"2, Rue Georges Perec, Paris 20e Arrondissement","19, Cité Voltaire, Paris 11e Arrondissement",5.0
2023-01-29 15:17:45,"16, Boulevard Pershing, Paris 17e Arrondissement","13, Rue Chernoviz, Paris 16e Arrondissement",5.0
2023-01-26 00:42:41,"9, Villa du Bois d’Orme, Paris 19e Arrondissement","65, Rue Haxo, Paris 20e Arrondissement",5.0
2023-01-07 14:57:23,"29, Avenue Emile Zola, Paris 15e Arrondissement","11, Rue du Faubourg Saint-Denis, Paris 10e Arrondissement",6.43
2023-01-14 19:53:17,"18, Avenue Corentin Cariou, Paris 19e Arrondissement","30, Allée des Orgues de Flandre, Paris 19e Arrondissement",5.0
2023-01-28 15:01:26,"62, Rue Vaneau, Paris 7e Arrondissement","6, Rue Fourneyron, Paris 17e Arrondissement",5.0
2023-01-16 11:06:06,"27, Avenue des Peupliers, Paris 16e Arrondissement","13, Rue Fallempin, Paris 15e Arrondissement",5.0
2023-01-12 04:31:41,"22, Rue Boileau, Paris 16e Arrondissement","2, Rue Vulpian, Paris 13e Arrondissement",13.66
2023-01-12 11:26:10,"45, Rue Albert Thomas, Paris 10e Arrondissement","204, Rue Saint-Charles, Paris 15e Arrondissement",12.01
2023-01-22 17:43:57,"57, Rue de la Chaussée d’Antin, Paris 9e Arrondissement","5, Rue Alfred Roll, Paris 17e Arrondissement",5.0
2023-01-12 20:03:13,"3, Rue Hippolyte Maindron, Paris 14e Arrondissement","1, Rue du Sabot, Paris 6e Arrondissement",6.35
2023-01-21 09:28:32,"67, Rue Rennequin, Paris 17e Arrondissement","13, Rue Jean Zay, Paris 14e Arrondissement",22.57
2023-01-28 14:55:59,"61, Rue Ampère, Paris 17e Arrondissement","21, Avenue du Général Lemonnier, Paris 1er Arrondissement",5.0
2023-01-28 08:04:13,"46, Rue Samson, Paris 13e Arrondissement","1, Rue Pierre et Marie Curie, Paris 5e Arrondissement",5.0
2023-01-02 09:44:05,"44, Rue Traversière, Paris 12e Arrondissement","3, Avenue de Péterhof, Paris 17e Arrondissement",18.83
2023-01-13 19:39:58,"9, Avenue de la Porte des Lilas, Paris 19e Arrondissement","5, Rue Charcot, Paris 13e Arrondissement",26.21
2023-01-10 22:13:10,"1, Rue Raffet, Paris 16e Arrondissement","18, Avenue Trudaine, Paris 9e Arrondissement",55.77
2023-01-12 20:06:42,"1, Place des Fêtes, Paris 19e Arrondissement","30, Avenue de Flandre, Paris 19e Arrondissement",8.52
2023-01-27 12:11:00,"37, Rue du Dessous des Berges, Paris 13e Arrondissement","3, Impasse Carrière Mainguet, Paris 11e Arrondissement",5.0
2023-01-12 15:55:52,"84, Boulevard de la Villette, Paris 19e Arrondissement","251, Rue Saint-Jacques, Paris 5e Arrondissement",17.47
2023-01-01 20:29:24,"28, Rue Dieulafoy, Paris 13e Arrondissement","14, Rue Jean Fautrier, Paris 13e Arrondissement",5.0
2023-01-02 01:29:30,"8, Avenue de Flandre, Paris 19e Arrondissement","26, Avenue Brunetière, Paris 17e Arrondissement",6.62
2023-01-13 11:49:31,"24, Rue Ampère, Paris 17e Arrondissement","6, Passage Saint-Jules, Paris 18e Arrondissement",11.18
2023-01-03 08:32:52,"26, Rue Léon Frot, Paris 11e Arrondissement","101, Rue de l’Abbé Groult, Paris 15e Arrondissement",15.61
2023-01-29 15:30:14,"192, Avenue Victor Hugo, Paris 16e Arrondissement","72, Rue Vergniaud, Paris 13e Arrondissement",14.03
2023-01-06 10:49:49,"16, Rue Achille Martinet, Paris 18e Arrondissement","40, Rue du Docteur Finlay, Paris 15e Arrondissement",11.2
2023-01-02 00:25:50,"87, Rue Rébeval, Paris 19e Arrondissement","5, Passage Geffroy-Didelot, Paris 17e Arrondissement",8.51
2023-01-08 08:57:25,"7, Rue Abel Hovelacque, Paris 13e Arrondissement","43, Square de Montsouris, Paris 14e Arrondissement",5.0
2023-01-07 21:51:40,"93, Avenue des Champs Elysées, Paris 8e Arrondissement","6, Rue du Tage, Paris 13e Arrondissement",31.08
2023-01-31 09:45:36,"138, Rue de Rennes, Paris 6e Arrondissement","49, Galerie Vivienne, Paris 2e Arrondissement",5.21
2023-01-11 14:33:56,"8, Rue Labie, Paris 17e Arrondissement","19, Rue Jean-Baptiste Berlier, Paris 13e Arrondissement",18.58
2023-01-19 00:11:15,"8, Impasse Calmels, Paris 18e Arrondissement","48, Rue Falguière, Paris 15e Arrondissement",6.85
2023-01-19 12:13:37,"117, Rue la Fayette, Paris 10e Arrondissement","162, Rue Blomet, Paris 15e Arrondissement",8.33
2023-01-14 10:28:08,"5, Rue Théodore Deck, Paris 15e Arrondissement","33, Rue de la Jonquière, Paris 17e Arrondissement",14.01
2023-01-23 10:57:41,"42, Rue du Bastion, Paris 17e Arrondissement","121, Rue Marcadet, Paris 18e Arrondissement",5.24
2023-01-10 19:08:33,"5, Avenue Chantemesse, Paris 16e Arrondissement","40, Rue Labrouste, Paris 15e Arrondissement",9.16
2023-01-02 14:24:12,"2, Rue Adolphe Jullien, Paris 1er Arrondissement","22, Rue Henri Regnault, Paris 14e Arrondissement",5.43
2023-01-13 13:05:19,"127, Avenue d’Italie, Paris 13e Arrondissement","43, Rue des Panoyaux, Paris 20e Arrondissement",5.0
